v85_level,hier_2,hier_3,hier_4,hier_1
"(40,50]",1.06964382271084,3.98260420811473,27.2128016481519,NA
"(50,60]",3.00816665942946,17.9473966039245,76.2776970745881,4.99889835016446
"(60,70]",3.78855098694971,12.2779288268625,52.7774303141197,23.5669253452397
"(70,80]",3.34403669488937,5.59431189742334,122.957917066697,113.481874730463
"(80,90]",NA,1.86868002506136,59.7840128070861,54.7815918584192
"(90,100]",NA,NA,36.0323440217028,30.6889273249199
"(100,110]",NA,NA,4.8426907868722,3.81979897175547
"(110,120]",NA,NA,2.00145362121741,1.3804279357359
